numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs
-0.2744736479470862,-0.3918398735582402,-0.4264439121407561,1.134989694623847,-0.4474087643389476,-0.49727528037811053,-0.5102950340930111,-0.33895234476110303,-0.31480856795951123,-0.21050026533620808,-0.38949065164880936,-0.47930569019144925,-0.45924826357013465,1.2622162653449376,0.040010235751692956,-0.8574651813215932,-0.48472605623537085,-0.5795963946701608,-0.7703391780631872,-0.3689905794825465,-0.2569717931141484,-0.4043810920480307,0.10548813539139608,-0.5154177373397243,-0.5753641824209667,-0.1411980277372745,-0.42763091363841726,-0.350899070369376,-0.1548124018454042,-0.5366128010525525,-0.49694513168908533,-0.4957038331212773,0
-0.5396596746813591,-0.3918398735582402,-0.4264439121407561,-0.748702571023379,-0.4851868152199187,-0.5737204560144881,-0.6467520949943809,-0.40581080067580305,-0.4415643777653124,-0.5119157011474632,-0.3759653721788475,-0.47930569019144925,-0.4275928726484875,-1.2775997858450359,-0.8431605569002235,0.4251439869969691,1.5777357908837564,0.4412836186693269,0.22997492749359774,0.33059680195100277,-0.2569717931141484,0.18208973150700794,-0.238736306412107,0.13954990688010013,0.9505297564366507,0.70794669334324,1.1418559068188603,-0.16517931849095016,-0.1548124018454042,0.8139088490191423,0.03032787203535342,0.16685752464977907,2
-0.2214364426002316,-0.10360511911031435,-0.4264439121407561,0.6640666282120404,-0.4152974210901222,-0.3889779482265756,-0.4303701431993353,-0.37795311071134474,-0.4098754253138621,-0.40426743886324207,-0.284669735756605,-0.26009938008047423,-0.24444405241361453,0.9861439819722084,0.6589565606149739,-0.8574651813215932,-0.48472605623537085,-0.5795963946701608,-0.7703391780631872,-0.376472797465793,-0.2569717931141484,-0.33107223910365086,-0.238736306412107,-0.535265241710022,-0.6651226494125911,0.21261227271293986,-0.23144506108125756,-0.350899070369376,-0.1548124018454042,-0.5366128010525525,-0.5067094465728712,-0.5136108968448193,0
-0.4866224693345045,-0.3918398735582402,-0.4264439121407561,-0.2777795046115725,-0.479520107587773,-0.5546091621053937,-0.5853463561830257,-0.39745349368646554,-0.4177976634267247,-0.39888491271824256,-0.3759653721788475,-0.47930569019144925,-0.4275928726484875,0.2812571971266486,3.4946112970435617,-0.4910054189448611,-0.48472605623537085,-0.37542039200226324,-0.4369011428775922,-0.3240972715830674,-0.2569717931141484,-0.11114568027051139,-0.238736306412107,-0.32686644582189606,-0.306088781446093,-0.3534842080074031,-0.23144506108125756,-0.350899070369376,-0.1548124018454042,-0.08643891769532092,-0.3504804084322968,-0.35244732333294077,1
-0.4335852639876499,-0.3918398735582402,-0.4264439121407561,-0.748702571023379,-0.479520107587773,-0.5609795934084252,-0.6058149357868108,-0.39745349368646554,-0.4257199015395872,-0.43656184219464944,-0.3759653721788475,-0.47930569019144925,-0.4275928726484875,-1.4671658131552858,-0.25851645877567525,0.6999888087795182,-0.48472605623537085,0.03293161333353183,0.8968509978647876,-0.24553398275897897,-0.2569717931141484,-0.257763386159271,-0.238736306412107,0.080007393769207,-0.036813380471219355,-0.5657703882775318,-0.03525920852409787,0.20626018526590148,-0.1548124018454042,-0.38655483993347534,0.17679259529214197,0.07732220603206875,1
0.20286120017460507,-0.3918398735582402,-0.4264439121407561,1.6059127610356534,-0.250962899757898,-0.1914945778326002,-0.308338109087937,0.03434070076263871,0.23974809994086865,0.28180910136021026,-0.49093024767352333,-0.454949433512452,-0.5352213062448256,1.2622162653449376,0.7548021626426142,0.05868422462023701,-0.48472605623537085,-0.37542039200226324,0.22997492749359774,-0.30165061763332784,-0.2569717931141484,-0.037836827326131556,-0.238736306412107,-0.1730482869520888,-0.21633031445446846,-0.2827221479173602,-0.6238167661955769,0.02054043338747566,-0.1548124018454042,-0.08643891769532092,-0.22354431494308005,-0.15546962237397807,0
-0.11536203190652243,-0.10360511911031435,-0.4264439121407561,1.134989694623847,-0.1187397216744992,0.318139926409917,0.2356729340203181,0.16248607459914707,0.8339159584055613,1.1961076135782809,-0.4097785708537522,-0.37376191124912794,-0.48035177837946164,1.2622162653449376,-0.17702359116608365,-0.3993904783506781,-0.48472605623537085,-0.1712443893343657,-0.3257551311490605,-0.3240972715830674,-0.2569717931141484,-0.18445453321489122,-0.238736306412107,-0.21770517178525864,-0.306088781446093,0.8494708135233258,0.1609266440330618,0.02054043338747566,-0.1548124018454042,-0.6866707621716297,-0.3700090381998686,-0.26291200471523046,0
0.6271588429494417,0.7610991442334631,2.0745920050090834,1.6059127610356534,1.4452715847977033,3.5606894596529326,1.1722823869621573,2.636248943443048,5.412969587640127,3.0657574203719156,-0.61265776290318,0.2919757713101296,-0.5721066241349337,0.9990270975339579,0.744258457679971,0.24191410580860304,-0.48472605623537085,0.23710761600142938,0.3411209392221294,0.1285769164033468,-0.2569717931141484,0.621942849173287,-0.238736306412107,1.1021538688395391,0.681254355461777,-0.3534842080074031,1.3380417593760199,-0.16517931849095016,0.2837553683954928,-0.23649687881439813,0.2451427994786433,0.5070917353970783,1
0.20286120017460507,-0.10360511911031435,-0.4264439121407561,1.6059127610356534,-0.3246300989757916,-0.4463118299538588,-0.41477472302761936,-0.29159427182152386,-0.3702642347495492,-0.3059487378559687,-0.2271872980092671,-0.38188066347546035,-0.2883093805119407,1.2622162653449376,0.8403645829486647,-0.6742353001332272,1.5777357908837564,-0.37542039200226324,-0.6591931663346555,-0.275462854691965,-0.2569717931141484,-0.4043810920480307,-0.06662408551035545,-0.4112183393956613,-0.1265718474628439,0.4956605130731114,-0.6238167661955769,-0.16517931849095016,-0.0670988477972248,0.2136770045428335,-0.4090662977350122,-0.3703543870564828,1
2.0591633873145154,1.3375686531293147,-0.4264439121407561,2.07683582744746,2.28583321689931,2.1655650042890415,0.5543441561557272,1.0316460014902473,0.9052161014213245,0.26573612324557505,2.8396698218045837,2.5571076424568715,0.4755349787821798,1.2622162653449376,1.3878526767629384,1.2496784523446163,-0.48472605623537085,0.03293161333353183,1.6748730799645093,1.9766847582652363,-0.2569717931141484,0.6952517021176668,-0.238736306412107,2.39224165290889,2.3866652283026433,-0.5657703882775318,1.1418559068188603,5.034973734104973,-0.1548124018454042,-0.38655483993347534,2.7057501501926904,2.065006279345238,2
